quote,author,emotion
"It doesn't make a difference whether you have a talent or not. I mean, that isn't the end goal. You have greater freedom than we do. All I have are games. But you can go anywhere and become anything.",Chiaki Nanami,motivation
"You guys sure are a worthless bunch. If you wanna wallow in your tears, save it for after you've done everything you can!",Seiya Kanie,general
"Who wouldn't want their friends to be happy? That's just normal, man. It's nothing amazing.",Makoto Sunakawa,happiness
"As a human, what kind of achievements will you leave behind?  I bet you'll leave behind a legacy as a psychotic killer, and that thrills me!",Izaya Orihara,motivation
"Charging from the front isn't the only way to cross a wall. If pushing doesn't work, why not try pulling? Try thinking from the opposite direction, you might be able to find a new way out.",Kou Kazamatsuri,motivation
"i'm on a little boat. I'm going against the current of the river, downstream to upstream. If you want something more, you move forward with all your might. If you try to stop, you fall behind. Humans can never stop moving. If they do not yearn for something... Right! Nothing begins without action! You gain nothing if you do nothing! Satisfaction is stagnation! Stagnation is death! I want to know! See! Feel! Experience! Understand! This monster is amazing, but we know nothing about him! This monster strength was amazing. He won every battle he fought! The ultimate soldier! Now it's a war between vampires? I have to thank the Servamp of Melancholy! In every era, wars have created progress!",Johannes Mimir Faustus,grief
"In some ways, the more one thinks, the closer one feels to getting the answer...but in the end, it's hard to tell what is really the safe answer. I started to dislike being like that at one point, and my motto is, ""make quick decisions and act fast."" I choose the first answer that feels ""right"" to me.",Shirasagi Yuki,resilience
Let those who seek death find it.,Father Willibald,grief
Having everything handed to you on a silver platter doesn't necessarily equate to happiness. There are too many choices that you don't even want...,Takane Saibara,happiness
We need to stop living for others. From now on...Let's live for ourselves!!,Historia Reiss,general
"I love fighting, but even more than that, I hate losing! I only fight to win!!",Thorkell,love
After everything I've faced.... Having a future with you snatched away from me ...is definitely the most terrifying thing I've ever had to endure....,Gajeel Redfox,hope
"Love. I myself have never loved another person.  Most likely, I don't even love myself.  I do have knowledge of it.  But I am incapable of determining whether or not it is vital in my life.  ",Vorona,love
"It's a battle of life and death, and I'm still alive! So I'm not going to give up, and I'll keep living. I'll keep living until I die.",Haruhiro,grief
In order to achieve something there are some things that you have to be unsatisfied with in the first place. Having a complex is the source to greatness.,Takane Saibara,motivation
"If I'm not at my limit, means I'm not trying as hard as I can!",Naru,resilience
"There are only so many lives I can value. And...I decided who those people were six years ago. So...You shouldn't try to ask for my pity. Because right now, I don't have...Time to spare or room in my heart.",Mikasa Ackerman,love
"Kill me. Make it quick. I no longer have the strength left in me to even walk. If you do not cut me down now, then this will go unsettled for eternity.",Ulquiorra Schiffer,resilience
"If there's any possibility that I might visit this city again...Then I challenge you to a duel.  I wish to speak with you head-on, to within an inch of my life...To actually experience the joy of existing in this world...that is my desire.",Vorona,resilience
"Well, if they're dead, then that's the end of it. Crying about it gets you nothing but an empty stomach",Ylva,grief
We fall into a routine and make careless mistakes because of that. Maybe it'd be good for us to have some excitement or be under pressure once in a while.,Haruhiro,love
"Wealth is a nightmare. With each coveted thing we buy, we lose a thing we dream about.",Francis Scott Key Fitzgerald,motivation
"I want to survive...And see her again. As a person, I'm really lower than shit...But she knows that, and she smiles kindly at me anyway.",Ymir,happiness
"You are human, are you not? You are allowed to make mistakes.",Bishamonten,general
"Love provides the worth of everything in the world. Without love...gold, silver, horses, and women...all are worthless.",Father Willibald,love
"A true hero is a sage with a clean heart, a fake hero is a fool with an ignoble heart. The sage will be saved and the fool will be punished.",Blue Owl,love
Okay. I will protect all of you. I will never let another friend die.,Mary,general
"I'm a coward. But I wanted to stay by your side. The truth is I was so happy to hear that you needed me, I took advantage of your words. But you're crying again, because of me. I'm no blessed vessel. I'm just a piece of junk. I was supposed to guide you, but this was the only way I knew how.",Kazuma,happiness
